epoch,train_loss,val_loss,val_mae,val_r,lr,duration,val_l_distill,val_l_factuality,val_l_lexical,val_l_bound,val_l_rank,val_total
1,0.0267444235068559,0.0225561510874896,0.0945801958220551,0.8421703673093394,2.552463008225543e-05,4573.5483215,0.0154200924864642,0.019261475448191,0.0061708587084318,0.0551562718771958,0.0,0.0225561510874896
2,0.0231732759903371,0.0217324475313546,0.0930881364668957,0.8459569561007503,1.000012380430718e-06,4575.738372899999,0.01506179361358,0.0177717884629899,0.0057730752923092,0.0533491039662552,0.0,0.0217324475313546
3,0.0224783301603794,0.0202800010028443,0.0896559608273208,0.8530216024995706,2.552463008225543e-05,2484.661998899999,0.0142677690549071,0.0156468668000499,0.0050547428764284,0.0502043737062982,0.0,0.0202800010028443
4,0.0216650956048071,0.0200507872304908,0.0909392863612622,0.8508034812841144,1.000012380430718e-06,2484.3881841,0.0143912753096194,0.0173994348114534,0.0048810684264512,0.0475653692083373,0.0,0.0200507872304908
5,0.0214836978192627,0.0206182654472483,0.0896793693646788,0.8529544052133579,4.99999969088526e-05,2500.4684602999987,0.0142330677325653,0.0198212152207566,0.0046869492652131,0.0491275328098778,0.0,0.0206182654472483
6,0.0208596979732811,0.0200693511528668,0.0889640506979078,0.8609959689798101,4.999998762749149e-05,2658.7966887,0.014183701532092,0.0186107694364158,0.004954708809816,0.0472133918457729,0.0,0.0200693511528668
7,0.02067066063717,0.0199163914925068,0.0908077362924814,0.8540583295114744,4.999997215591776e-05,2510.917732600002,0.0145960055961967,0.0181654110338811,0.0046112951288699,0.0460094119167062,0.0,0.0199163914925068
8,0.0226316720305383,0.0206586046879933,0.0864105916038155,0.8644620039250175,2.552463008225543e-05,2497.2110267000003,0.0135174653030172,0.0163094280836332,0.0046975787344928,0.0445235853504603,0.0184410357414774,0.0206586046879933
9,0.0221173770815134,0.0211057742689825,0.0865809493090957,0.8664274843272652,1.000012380430718e-06,2774.8949725,0.0137297166985975,0.0164495990893382,0.0045539041488745,0.0464465839278166,0.0180107330114456,0.0211057742689825
10,0.0222373508846759,0.0212689993879312,0.0884281720306724,0.8619758967280485,4.99999969088526e-05,2540.2448910000003,0.0139959541707044,0.0159691760441062,0.004487267871844,0.0467564290282642,0.0185126969946702,0.0212689993879312
11,0.0219656335994601,0.020868703550926,0.0879500733725726,0.8618020647385076,4.999998762749149e-05,2487.821962099999,0.0141739623656698,0.0141819915452461,0.0041224021000407,0.0459628699904983,0.0184348884252178,0.020868703550926
12,0.0216742193767428,0.0205023938517092,0.0845649429097771,0.8736761352955738,4.999997215591776e-05,2485.094892700001,0.0127387579921988,0.0170185299824543,0.0042093628765362,0.0461860583490057,0.0171161890474806,0.0205023938517092
13,0.0213846362619102,0.0222188093385119,0.0900155579462647,0.8559052401586593,4.999995049413532e-05,2484.926775400001,0.0147148706701103,0.0203482772514318,0.0049498027715547,0.0456127352110899,0.0194411460624616,0.0222188093385119
14,0.0213627524605393,0.0198418801608881,0.0859281305506825,0.870512224748929,4.9999922642149625e-05,2485.8040857999986,0.0128471242652458,0.0138501449759491,0.0046175130669644,0.0447884938282192,0.016904702988471,0.0198418801608881
15,0.0212164397633075,0.019648177478059,0.0859872860182076,0.8693398800748475,4.999988859996774e-05,2485.3954956000016,0.0130622765838293,0.013929559240432,0.0037231528708877,0.0437626393903402,0.0171660417839172,0.019648177478059
16,0.0212233204379677,0.0204384190083783,0.0860108146753162,0.8635442148321341,4.9999848367598245e-05,2485.1959885,0.013428854910289,0.0167543639482301,0.004084547515217,0.0439936500873155,0.0179942449062445,0.0204384190083783
17,0.0211869202244281,0.0202682628978494,0.0848236608657986,0.8664438688190276,4.999980194505131e-05,2484.943192299997,0.0130898587562879,0.0145374385856542,0.0042807182162157,0.0453382159945122,0.0183296650603627,0.0202682628978494
18,0.0208453085128962,0.019869811038018,0.0870290883194655,0.8693735484466695,4.999974933233867e-05,2484.989636800001,0.0131491281768413,0.015470773386502,0.0037969076608539,0.0435675577302077,0.0169158303653406,0.019869811038018
19,0.0210547597199678,0.0195784535033592,0.0847645841103047,0.8669432759796444,4.999969052947361e-05,2485.0709326,0.0130751695288167,0.0130858831641495,0.0036764635958791,0.0438801989694879,0.0175047675355272,0.0195784535033592
20,0.020607519172132,0.0206675831003078,0.0887247537583112,0.8650408230651179,4.999962553647099e-05,2485.445584699999,0.014349468814648,0.0148176745199049,0.0040104026794225,0.0443330804408071,0.0180202071750714,0.0206675831003078
21,0.0205251290555298,0.0203443593019322,0.0943930654630064,0.8640356374050168,4.999955435334724e-05,2484.943309399998,0.0154736373947257,0.0131113694292629,0.0036818405648895,0.0418340614492631,0.0172174656259453,0.0203443593019322
22,0.0204923665323853,0.0191528844012386,0.0847273712657392,0.8788901186111452,4.999947698012033e-05,2485.0104482000024,0.0126272989051404,0.0120731196373665,0.0038939265769336,0.0441540459016705,0.0161336855547633,0.0191528844012386
23,0.0206326786381006,0.0190144030875556,0.0844711802791804,0.8752168166088925,4.999939341680983e-05,2485.1437891000023,0.0125717196411862,0.0111474804087114,0.0034482089712159,0.0443748189670265,0.0166422590186261,0.0190144030875556
24,0.0204611507645249,0.0195681816856762,0.0859272747039795,0.8777292510039826,4.999930366343682e-05,2485.243355799997,0.0127738717540054,0.0128115808500783,0.0044745320430511,0.0448955077511869,0.0160922696102102,0.0195681816856762
25,0.0203506123968958,0.0189583554424962,0.0858467165354639,0.8707746553655925,4.999920772002401e-05,2485.6985207000034,0.0129119592398452,0.0133466575664949,0.0031589174140422,0.041687420053277,0.0168905540541478,0.0189583554424962
26,0.0204610066989064,0.0199204753953844,0.0895917380858212,0.8682003950295327,4.999910558659563e-05,2485.5900334000034,0.0140996559457794,0.0120032625298822,0.0039647911114701,0.0435612098592671,0.0176319724370007,0.0199204753953844
27,0.0205201131007075,0.0189413993892253,0.0831283523701131,0.8710614464893541,4.9998997263177486e-05,2498.457523500001,0.0127301679651258,0.012165953670658,0.0034057869839891,0.0424905118004531,0.0174245167476166,0.0189413993892253
28,0.0202684349754452,0.0190128367512848,0.0845391917385161,0.8723606787227906,4.9998882749796944e-05,2508.2115988000005,0.0125938893539036,0.0117554871801429,0.0035626689824097,0.0436855654712695,0.0168105524276519,0.0190128367512848
29,0.0201928214609622,0.0186059599813477,0.0823190705925226,0.8773185857527426,2.552463008225543e-05,2485.7521641999992,0.0122509936084318,0.0111683023104349,0.003774034250142,0.043218356788538,0.0159544105564427,0.0186059599813477
30,0.0201894947725534,0.0188557595714547,0.0826492312408983,0.8775831106098453,1.000012380430718e-06,2485.9217400999987,0.0123169301374323,0.0127858168039186,0.0035677868105429,0.0431816055896175,0.0160793260979661,0.0188557595714547
31,0.0200828649595379,0.0199044000143837,0.0838188182108104,0.8725363296422165,4.99999969088526e-05,2485.709501600002,0.0129073316877956,0.0145444260601689,0.0038168320071195,0.0449446119890091,0.0170762284397841,0.0199044000143837
32,0.0202425500412285,0.0185797539521839,0.0845832250360399,0.8731127355169745,4.999998762749149e-05,2485.7200372000007,0.0125051821392195,0.0113807104002969,0.0029541665126842,0.0424438595629421,0.0168815918450664,0.0185797539521839
33,0.0198860391961038,0.0188531247471832,0.0820705022551119,0.8819712532874414,4.999997215591776e-05,2485.573547500011,0.0119607965995788,0.0140061616833814,0.0035739047293385,0.0435771609116701,0.0152028402740693,0.0188531247471832
34,0.020454773427546,0.0192443000532354,0.0833172823362052,0.8774101128851945,4.999995049413532e-05,2485.821491099996,0.0124797627839977,0.0130096178473667,0.0034782412272112,0.0446498180579417,0.0160127601817629,0.0192443000532354
35,0.0197170986661314,0.0190535439474947,0.083434523563832,0.8766329592035502,4.9999922642149625e-05,2484.8037183999986,0.0128066610562715,0.0125358409639803,0.0031883933419765,0.0432510458905795,0.0164136880620198,0.0190535439474947
36,0.0199345666132867,0.0188998768912853,0.081835574452579,0.8816435589266344,4.999988859996774e-05,2485.833792199992,0.0120717062908491,0.0128753061464151,0.003672376454876,0.043960217457668,0.0158982759988184,0.0188998768912853
37,0.0198607550176978,0.0190039162233376,0.0817635662492364,0.8765878116111037,4.9999848367598245e-05,2485.2923843000026,0.0123346164514114,0.0129725457321864,0.0037402053356947,0.0432252895063275,0.0168463728616049,0.0190039162233376
38,0.0199255328924953,0.0195016858885717,0.0826804586827755,0.8785066211588061,4.999980194505131e-05,2485.6763568000024,0.0126023862546511,0.0142200134418738,0.0038042221315483,0.0443215710437221,0.016325429550544,0.0195016858885717
39,0.0198562591181695,0.0191053902065962,0.081958459002152,0.8818705490027436,4.999974933233867e-05,2484.9446696000086,0.0119282526177632,0.0164425618320727,0.0042529575738783,0.042426431302432,0.0155164956153744,0.0191053902065962
40,0.0199028627519309,0.0190191590672086,0.0835198627803474,0.883855130695387,4.999969052947361e-05,2526.503402800008,0.0122060300752662,0.012874500275809,0.0031389953512223,0.0449689578881878,0.0152032781710438,0.0190191590672086
41,0.0197757889765501,0.0186923015625423,0.0813890734277665,0.8800490676245722,4.999962553647099e-05,2523.6721722999937,0.0120306944854225,0.011488547342515,0.0031192320803844,0.044269180910033,0.0163195103564103,0.0186923015625423
42,0.0194894376893341,0.0191737490284974,0.0841692917082458,0.8737653601457134,4.999955435334724e-05,2524.251951900005,0.012462995457018,0.0124445766711809,0.0035490181992589,0.0442456214623466,0.0169408747267903,0.0191737490284974
43,0.0196972689412534,0.0196147623181248,0.0882182856213301,0.8658918303868977,4.999947698012033e-05,2502.448828099994,0.0141117866744233,0.0116454947748737,0.0035323233196844,0.0424144860760421,0.0179929880048652,0.0196147623181248
44,0.0196303823174536,0.0181602034124599,0.0812998857758939,0.8874506464303727,4.999939341680983e-05,2486.528938599993,0.0114634896652286,0.012939626210114,0.0035460019216481,0.0424852703288672,0.0145856023137309,0.0181602034124599
45,0.0197659695430099,0.0189572000864205,0.0846079074930399,0.8783345455887005,4.999930366343682e-05,2487.2558719999943,0.0129718265828385,0.0113661136711016,0.0032840379985393,0.0433578245151954,0.0160219888618085,0.0189572000864205
46,0.0196114291515946,0.01880682944943,0.0829634770419448,0.8816525675716452,4.999920772002401e-05,2487.959988900009,0.0123102445523165,0.0137382900812455,0.0035941985804308,0.0424345559707492,0.0156492236200838,0.01880682944943
47,0.0195926836332678,0.0182087965321483,0.0810090760946273,0.8814626837796676,4.999910558659563e-05,2488.205736500008,0.0117012512051518,0.0110661885619555,0.0034715009958536,0.0432307215015979,0.0153137296616176,0.0182087965321483
48,0.0195826098133623,0.019060593098402,0.0817354054674506,0.8765172423804792,4.9998997263177486e-05,2510.583288199996,0.012424713080737,0.0148999408364984,0.0034032252121859,0.0423314597244095,0.0163646948339927,0.019060593098402
49,0.0194132844930887,0.0182311964417054,0.0807045316617935,0.8870308790872301,4.9998882749796944e-05,2508.026452000005,0.0115659133216757,0.0122814435136629,0.0033514770963911,0.0430204969041856,0.0149920218843658,0.0182311964417054
50,0.0196893640963733,0.0180929119752091,0.0805028735373169,0.8833688643111849,4.9998762046482935e-05,2508.4763542,0.0118646982828878,0.0112424767390783,0.0033065329975401,0.0421455912410643,0.0154909272337106,0.0180929119752091
51,0.0195625428725779,0.018120255469564,0.0833077219687402,0.8787933114524705,4.999863515326596e-05,2508.640964399994,0.0121744147851873,0.0100233237804833,0.0033158091479722,0.0424981216312783,0.0153255356248812,0.018120255469564
52,0.0194279672376811,0.0189864535098242,0.0851293369378894,0.8741062015781168,4.9998502070178073e-05,2508.3565327000106,0.0128573508025591,0.0114275033957959,0.0032862298869806,0.043489820614552,0.016527537395881,0.0189864535098242
53,0.0194082133650779,0.0185678951667657,0.0836181664876639,0.8726432151482535,4.999836279725292e-05,2508.0209472999995,0.012629515426174,0.0119136036355137,0.0030901101936888,0.0414194935564972,0.0171868134924702,0.0185678951667657
54,0.0194180147539079,0.0193416006969893,0.0849335548374801,0.8736556966797194,4.999821733452567e-05,2508.9215297000046,0.0132255779525893,0.014639486754491,0.0034486441520802,0.0415472616055968,0.0170613957901194,0.0193416006969893
55,0.0195281645736098,0.0193105111562996,0.08255667004399,0.8776077663551232,4.999806568203308e-05,2508.5920742000017,0.0124158383240318,0.0154793868019322,0.0032509798169207,0.0434613453853092,0.0160076772811923,0.0193105111562996
56,0.0193069366140663,0.0191197034125779,0.0862638035167008,0.8765020719109899,4.9997907839813466e-05,2508.7126935000124,0.0130910872730906,0.0132571143130801,0.0036193427253828,0.0422899384573576,0.0158470321096669,0.0191197034125779
57,0.0194777404896914,0.0184469845525588,0.0811590257942676,0.8833732188263584,4.999774380790672e-05,2508.7357614000066,0.0117899776113094,0.0128881950887916,0.0030389750301452,0.0430373663711509,0.0155544661335457,0.0184469845525588
58,0.0194037550146877,0.0182951932571306,0.0819241997875273,0.882320736465753,4.9997573586354265e-05,2508.419396199999,0.0124016498173972,0.0105337855438731,0.0034324090807716,0.0422040977200884,0.015586194232296,0.0182951932571306
59,0.0192020340746641,0.0179092541491245,0.0802381960347294,0.8853704633439738,4.999739717519912e-05,2508.352415899979,0.0118091821931539,0.0106998894533699,0.0034476196564656,0.0415036093775823,0.0158181462502166,0.0179092541491245
60,0.0192633303813636,0.0189784662026888,0.0809829343684017,0.8798729547642935,4.999721457448588e-05,2508.964396800002,0.0120820424424567,0.0142198155224797,0.0035204581199302,0.0434449270462534,0.0158741819749402,0.0189784662026888
61,0.019294704478085,0.0184354224378705,0.0805442412361502,0.8784366861595885,4.999702578426065e-05,2508.346560099977,0.0120793007889608,0.0116855895760688,0.0034661902960799,0.0425545747160531,0.0161208994968373,0.0184354224378705
62,0.0192906245021522,0.0185806172882105,0.0801392435669899,0.8838621361657112,4.9996830804571136e-05,2508.951026499999,0.0118381923367121,0.0122943818895442,0.0034833522676638,0.0437316184590576,0.0154853720013289,0.0185806172882105
63,0.0193318995849788,0.0175796333510594,0.0792830518823117,0.8884103513539162,4.999662963546661e-05,2536.591918099992,0.0113802739911398,0.0115545659962222,0.0032345952865056,0.0411892607096274,0.0143326982606653,0.0175796333510594
64,0.019382298630774,0.018512378939113,0.0843225030642002,0.8805563671790443,4.9996422276997895e-05,2632.1052910000144,0.0125814612545547,0.0113985726630588,0.0037142851695442,0.0418369913841508,0.0158732103296573,0.018512378939113
65,0.0192343454952538,0.0186627889526592,0.0810895892702043,0.8819075480522883,4.999620872921739e-05,2484.9373384999926,0.0120154208456207,0.0134701750027668,0.0033029969574017,0.0427812803062094,0.0158284632993304,0.0186627889526592
66,0.019251696807146,0.0183139033971508,0.0796191514078527,0.884681341832113,4.999598899217904e-05,2484.738650799991,0.0115307561110017,0.014486887806913,0.0033203093201562,0.0416221600619091,0.0155301361914225,0.0183139033971508
67,0.0191397654917836,0.0180805620624666,0.083047908122465,0.879970294563638,4.999576306593836e-05,2483.958759900008,0.0124082607113323,0.0120309286811655,0.0032177032142058,0.0401740167289972,0.0155433341682811,0.0180805620624666
68,0.0191811361040174,0.0177873214291539,0.0801352094825357,0.8852872504622423,4.999553095055246e-05,2485.4009581000137,0.0115632713760492,0.0115506119835546,0.0031927712361779,0.0416383954465009,0.0146649887126864,0.0177873214291539
69,0.0193013622450828,0.0187262500381204,0.0858943206615746,0.8844005695569396,4.9995292646079954e-05,2484.518803300016,0.0128280579966676,0.0112470929558347,0.0034824796413979,0.0429966120986612,0.0150346240254154,0.0187262500381204
70,0.0191340079554915,0.0177662812030998,0.0811464705638587,0.8839675671324648,4.999504815258108e-05,2483.8453256999783,0.011479536531149,0.0109617801421695,0.0033859073564078,0.0416980794969068,0.0153474359132444,0.0177662812030998
71,0.0192274811798334,0.0187356388374308,0.0828910259634256,0.8792312821664902,4.999479747011759e-05,2484.8710589000257,0.0122716991159661,0.0128135132317128,0.0032232664785033,0.0433205352728344,0.0153016501705452,0.0187356388374308
72,0.0190867707286775,0.0183582344881383,0.0815068492185324,0.8823120435543939,4.999454059875283e-05,2515.115561699989,0.0119237499341226,0.012095321586747,0.0032098867721369,0.0425999436503762,0.0158058930096471,0.0183582344881383
73,0.0192402603136003,0.0185784952548943,0.0822739720407873,0.877593699931248,2.552463008225543e-05,2471.8649563,0.0122505348460499,0.0119759814916059,0.0034157425527769,0.0424702866418156,0.0165041163845497,0.0185784952548943
74,0.0189264634141325,0.0180351094485136,0.0795359079524874,0.8884676145963732,1.000012380430718e-06,2499.2648597,0.0114500155571587,0.0108870769121274,0.0030852277918161,0.0436797988405273,0.0147829614386887,0.0180351094485136
75,0.0191351351711153,0.0182106576409119,0.0815427222050726,0.8836672073205271,4.99999969088526e-05,2514.5501876,0.0120153307327466,0.0114591469807301,0.003362674542679,0.0420760193092238,0.0156451493181335,0.0182106576409119
76,0.0191415916188061,0.0185477584303849,0.082103296714276,0.882581782630768,4.999998762749149e-05,2514.333998500001,0.0122708328821619,0.0111758531010813,0.0032084219166593,0.043659797021348,0.0152274110046019,0.0185477584303849
77,0.0189806910070776,0.0174645821498647,0.0784941923756152,0.8917858215863792,4.999997215591776e-05,2490.404397800001,0.0108650687423528,0.0115411126189776,0.0033126621025875,0.0419232346781879,0.0141933427539292,0.0174645821498647
78,0.0189776818682253,0.0180597852405374,0.0815528882522136,0.8815739668868807,4.999995049413532e-05,2480.154758499999,0.0119149847768816,0.0118112015681768,0.0034822901150294,0.041277631049513,0.0155274266359295,0.0180597852405374
79,0.019202196111381,0.0181239711915611,0.0811503525838256,0.8845244487521671,4.9999922642149625e-05,2480.2260658000014,0.0116200328591,0.0122942503717443,0.0035232475478273,0.0418906802442043,0.0156319375419811,0.0181239711915611
80,0.0192236591705679,0.0176551833653905,0.0808982101485133,0.8855222897738954,4.999988859996774e-05,2504.9118424000008,0.0115805085552678,0.0104790731350992,0.0034889210976517,0.0414524932931752,0.0147923116815412,0.0176551833653905
81,0.0190811145468056,0.0178349071544162,0.0793464397158473,0.8851081395152086,4.9999848367598245e-05,2511.154638600001,0.0116179727261091,0.0124622410405011,0.0034841845104186,0.0405949516174425,0.0151496624757956,0.0178349071544162
82,0.0189999334475398,0.0180091419298747,0.0783926797069609,0.8851516548567118,4.999980194505131e-05,2511.5214596000005,0.0114813500920393,0.0124141812290414,0.0034252636977708,0.0417235291853642,0.0154784411002116,0.0180091419298747
83,0.0190112911821901,0.0177605319293631,0.0786072076454758,0.8882710369010242,4.999974933233867e-05,2511.835217599997,0.0112837675163985,0.0108642175260324,0.0031183048060229,0.0425788147707179,0.0150550654318159,0.0177605319293631
84,0.0190477625189721,0.0175958744481585,0.0779731483571231,0.8926722736735305,4.999969052947361e-05,2512.186340199998,0.0110907535347494,0.012242654955406,0.0030203269450527,0.0417397705494028,0.0141309603357652,0.0175958744481585
85,0.0189951628242433,0.0181565507297303,0.0806828375414013,0.8864932666882458,4.999962553647099e-05,2512.0132414,0.0118078406556111,0.011452957988156,0.0034253310831486,0.0425197851197544,0.0151692972352407,0.0181565507297303
86,0.0191470741444826,0.0181475506775128,0.081324558302015,0.8812086140737171,4.999955435334724e-05,2512.231040099996,0.0120061694697779,0.0126180822062335,0.0028891576577132,0.0410877095452349,0.0160083778330071,0.0181475506775128
87,0.0191222892072796,0.0193233212847618,0.0846473725989461,0.876990153420648,4.999947698012033e-05,2511.430387200002,0.0129478167131495,0.0128287441194707,0.0030098045089098,0.0440885899647785,0.0165591246068809,0.0193233212847618
88,0.0191354233758151,0.017879088409245,0.0813936969626694,0.8813498371169033,4.999939341680983e-05,2511.599103100001,0.0118800287259517,0.0116229506808623,0.0032687946882656,0.0406711870673925,0.015710746077524,0.017879088409245
89,0.0188897571517527,0.0184727972788605,0.080298213173449,0.8862701835118124,4.999930366343682e-05,2511.8603599999988,0.0118238513749448,0.0118968594117849,0.0034000820941499,0.0438136980886672,0.0150359054663289,0.0184727972788605
90,0.0189137491308152,0.0185684322610877,0.082282394934073,0.8764083812317905,4.999920772002401e-05,2512.337806100004,0.0123616669943947,0.0138238517961992,0.0030649897885645,0.0411107108400316,0.0163213017761446,0.0185684322610877
91,0.0187524711163342,0.0183387179651362,0.0804381684400141,0.8823630592658402,4.999910558659563e-05,2511.853646800002,0.0118960460119993,0.0103180759021371,0.002961408928968,0.0442876475774178,0.0154124241897682,0.0183387179651362
92,0.018980355271846,0.0183253127986648,0.0810613751370459,0.885186539416557,4.9998997263177486e-05,2511.9315314999985,0.0118864640552004,0.0122024617258673,0.0031995472967606,0.0428672878985192,0.0149832173594671,0.0183253127986648
93,0.0123996278708108,0.0109529721657745,0.0809089280012995,0.896695445573636,4.999993899589056e-06,2789.848425600001,0.0116897906970843,0.0094090715157309,0.0026479361166202,0.0164976277694677,0.0,0.0109529721657745
94,0.0101279266353887,0.0085595126217813,0.072439987681806,0.9071080236331712,4.999963240022571e-06,2709.701680700004,0.0095201071228912,0.0082609886067187,0.0019247123263339,0.0113580190397879,0.0,0.0085595126217813
95,0.0093195891033813,0.0081729902329971,0.0695759417638182,0.9051760784454947,4.999906760028175e-06,2668.856578299994,0.0092712931275536,0.0068778255600731,0.0026022654130501,0.0105766496549167,0.0,0.0081729902329971
96,0.0088067243859342,0.0092298367948387,0.0738714113011956,0.900947383610968,4.99982446019038e-06,2610.981154000001,0.0110840717882569,0.0059088608296724,0.0021213441633371,0.0124163502482915,0.0,0.0092298367948387
97,0.0083068189013498,0.0078816862987732,0.0696407797727733,0.90800921433031,4.999716341360909e-06,2609.3991098999977,0.0096322245151968,0.0052401757223412,0.0019084358184991,0.0099664112114342,0.0,0.0078816862987732
98,0.0077746952066022,0.0076879117462958,0.069818634930998,0.918154738002802,4.9995824046586855e-06,2612.346283299994,0.0087417211170904,0.0066958971649736,0.0023739539541056,0.0097828669981017,0.0,0.0076879117462958
99,0.0077171773523828,0.0082113568377099,0.0739426036793738,0.9060633076994464,4.999422651469825e-06,2610.0574843000068,0.0098912009006089,0.0050104463017175,0.0016795816566082,0.0113112605037681,0.0,0.0082113568377099
100,0.0077623332889511,0.0077843815711385,0.0710786862745881,0.9057066953816196,4.999237083447614e-06,2611.236733799989,0.00949383499764,0.0054238740605497,0.0021357233921626,0.0095176217771277,0.0,0.0077843815711385
101,0.0072971087277222,0.0068360427938338,0.0662502142017086,0.9160302277250766,5e-06,3939.3863912,0.0085663423906383,0.0033390722825061,0.0017199356211228,0.0089701018182926,0.0,0.0068360427938338
102,0.0069048109172021,0.007123823075172,0.0657730760586758,0.9181706352539754,5e-06,3939.849084,0.0085004424380066,0.0051654298784212,0.0023866129418756,0.0087039766917887,0.0,0.007123823075172
103,0.0071407611187507,0.0063302262150658,0.063865186676383,0.9221896277788362,5e-06,3939.3302249000008,0.0078124686815075,0.0038994506826766,0.0015237149482721,0.0080525848768361,0.0,0.0063302262150658
104,0.0068447908328026,0.0060043928896605,0.0623688991765181,0.9267318882329144,5e-06,3940.080782500001,0.0075206601234684,0.0029378479633475,0.0014644210469748,0.0079186121167416,0.0,0.0060043928896605
105,0.0067455321468371,0.0069031935235058,0.064925471894443,0.9198467966058302,5e-06,3939.958527700001,0.0083461536217359,0.0049025723723036,0.0017890817194803,0.0086318425922127,0.0,0.0069031935235058
106,0.0067268827231108,0.0063846774806637,0.0640410973777373,0.9215854305824164,5e-06,3939.926770699996,0.008007372237275,0.0033823243510066,0.0013333834774651,0.0083681755856562,0.0,0.0063846774806637
107,0.0066343563470319,0.007005740522048,0.0647835819994409,0.9165699300322682,5e-06,3945.814143600001,0.0085787799808673,0.0043226988243418,0.0020503959809211,0.0088019312389681,0.0,0.007005740522048
108,0.0064835043734829,0.0066277797532311,0.064442036051924,0.9183485350766648,5e-06,3946.1512177999975,0.0083121670407967,0.0037589969633854,0.0013047099478617,0.008560700670269,0.0,0.0066277797532311
109,0.0064671565202794,0.006947850661214,0.0655818174500018,0.9134724774899308,5e-06,3947.180886000002,0.0088088353104052,0.003352857011121,0.0013426605006357,0.0091955265517462,0.0,0.006947850661214
110,0.0064195703292983,0.0064668592619733,0.0622917184059818,0.9226630132512804,5e-06,3944.536024699992,0.0079675163097349,0.0041710835435255,0.0015745162733995,0.0081063054376603,0.0,0.0064668592619733
111,0.0062821133410213,0.0059609541192015,0.061106783332924,0.9270594265977388,5e-06,3948.310195800004,0.0074193389042621,0.0032530495081985,0.0016870018438542,0.0075513845083631,0.0,0.0059609541192015
112,0.0062480684970499,0.005873386526051,0.0614242520357171,0.9274478474712352,5e-06,3944.520596000002,0.0074591604128906,0.0026182166561966,0.001536593205087,0.0076029239579848,0.0,0.005873386526051
113,0.0061700757976001,0.0064189525338272,0.0626774034270395,0.921429102589636,5e-06,3964.067062600008,0.007944784287256,0.0039792944831251,0.0014562053149992,0.0081561767915476,0.0,0.0064189525338272
114,0.0060870645158098,0.0065340625333919,0.0640348192354043,0.921470167980118,5e-06,3981.943167499994,0.0083638122341555,0.0029534174304376,0.0015394214090426,0.0083911526780326,0.0,0.0065340625333919
115,0.0062061011707379,0.006820791801753,0.0644232705421745,0.9160004610411387,5e-06,3981.2217158,0.0085870728627169,0.0035537685182602,0.0016959247069254,0.008699006530542,0.0,0.006820791801753
116,0.0060468713746922,0.00583939611604,0.0611147884391248,0.92820686389458,5e-06,3983.573189399991,0.0072599902600676,0.0033847619676922,0.0014116417702502,0.0074497019317929,0.0,0.00583939611604
117,0.0061557445655905,0.0060892990311549,0.0612202790652712,0.92651378734122,5e-06,4012.0705916000006,0.007544207416676,0.0035645370574747,0.0016008943002834,0.0077119027344679,0.0,0.0060892990311549
118,0.0079800896751925,0.006892664171178,0.0649270400286962,0.9167987096140364,5e-05,3921.9597058999934,0.008391217818982,0.0045566529639946,0.0020147215367038,0.0085567451083597,0.0,0.006892664171178
119,0.008304070315065656,0.0072748939903273515,0.06822000876503687,0.9107522047052561,5e-05,3847.1233647,0.009129245519603122,0.004191535720252518,0.0016524124655043124,0.00916839467450806,0.0,0.0072748939903273515
120,0.01252070725057853,0.0085765724220837,0.07466859706987937,0.8917883555739399,5e-05,3845.7596289,0.01089309182559009,0.004111312898602028,0.00221631285169254,0.010904412789881765,0.0,0.0085765724220837
121,0.008053862951217253,0.007594763833990631,0.06956322273736198,0.9021080902617223,5e-05,3845.481999299999,0.009669325121084739,0.0038117667331006794,0.0015296570515420172,0.009794438139231261,0.0,0.007594763833990631
122,0.007809697622734408,0.00706105746433362,0.06701428580532472,0.9120695191992735,5e-05,3846.1754679999995,0.008931730906938355,0.003413924496530201,0.0017705155976467115,0.009087629713492031,0.0,0.00706105746433362
123,0.007489836075815507,0.007202585800803111,0.06665564225427806,0.9095832537595687,5e-05,3846.6223273999985,0.009237313575569601,0.0032633549796110806,0.001554160459940249,0.009306508125632414,0.0,0.007202585800803111
124,0.007489061013696877,0.006731961931829573,0.06487280503039558,0.9172169639004951,5e-05,3852.2716174999987,0.00853860092598931,0.00355246020355021,0.0014225750328641879,0.008582030536360587,0.0,0.006731961931829573
125,0.031383980164386045,0.06606913797541832,0.22891548278803628,-0.0020213224198342293,5e-05,3983.562848100002,0.08454206255860239,0.050350234968665364,0.014135928561901285,0.07062590854825021,0.0,0.06606913797541832
126,0.022077349239525455,0.059373761746721966,0.22597895850489538,0.17283465332967204,5e-05,5575.586306300003,0.07486075430360385,0.06246975833022346,0.015052507498126942,0.05157522042877584,0.0,0.059373761746721966
127,0.021199160204094854,0.0705315239817525,0.24279384613409638,0.23760959035369522,5e-05,3947.4778153000007,0.08390441270987503,0.10198673348128795,0.015037256070257476,0.055128591338299275,0.0,0.0705315239817525
128,0.02126269520840336,0.057193838980824994,0.21897593901058038,0.19721394388544505,5e-05,3946.0381815999935,0.06760631842945926,0.07362210092662523,0.01376424190068307,0.05141363841238611,0.0,0.057193838980824994
